Region,County,First Dose,Series Complete,Report as of
Mid-Hudson,Dutchess,226152,204647,04/28/2022
Western New York,Erie,702094,653245,04/28/2022
North Country,Essex,27411,25619,04/28/2022
North Country,Franklin,30813,28848,04/28/2022
Mohawk Valley,Fulton,29868,28115,04/28/2022
Finger Lakes,Genesee,37333,35280,04/28/2022
Capital Region,Greene,31819,29075,04/28/2022
North Country,Hamilton,3503,3256,04/28/2022
Mohawk Valley,Herkimer,36491,34293,04/28/2022
North Country,Jefferson,74415,62413,04/28/2022
New York City,Kings,2036168,1836059,04/28/2022
North Country,Lewis,14336,13654,04/28/2022
Finger Lakes,Livingston,39959,37863,04/28/2022
Central New York,Madison,53815,50371,04/28/2022
Finger Lakes,Monroe,572098,534348,04/28/2022
Mohawk Valley,Montgomery,34928,32948,04/28/2022
Long Island,Nassau,1227319,1120120,04/28/2022
New York City,New York,1575043,1360868,04/28/2022
Western New York,Niagara,148218,139654,04/28/2022
Mohawk Valley,Oneida,153442,142780,04/28/2022
Central New York,Onondaga,361375,333224,04/28/2022
Finger Lakes,Ontario,83897,78971,04/28/2022
Mid-Hudson,Orange,258541,235899,04/28/2022
Finger Lakes,Orleans,24042,22655,04/28/2022
Central New York,Oswego,78266,73828,04/28/2022
Mohawk Valley,Otsego,39845,37407,04/28/2022
Mid-Hudson,Putnam,81443,73302,04/28/2022
New York City,Queens,2156965,1944981,04/28/2022
Capital Region,Rensselaer,117098,108821,04/28/2022
New York City,Richmond,384165,352729,04/28/2022
Mid-Hudson,Rockland,227204,205238,04/28/2022
Capital Region,Saratoga,185046,173246,04/28/2022
Capital Region,Schenectady,133557,123857,04/28/2022
Mohawk Valley,Schoharie,19179,18207,04/28/2022
Southern Tier,Schuyler,11110,10308,04/28/2022
Finger Lakes,Seneca,19321,18144,04/28/2022
North Country,St. Lawrence,72993,68281,04/28/2022
Southern Tier,Steuben,55263,52016,04/28/2022
Long Island,Suffolk,1216270,1108779,04/28/2022
Mid-Hudson,Sullivan,50178,45626,04/28/2022
Southern Tier,Tioga,25330,23991,04/28/2022
Southern Tier,Tompkins,84461,77277,04/28/2022
Mid-Hudson,Ulster,145444,133514,04/28/2022
Capital Region,Warren,51674,48629,04/28/2022
Capital Region,Washington,41394,39273,04/28/2022
Finger Lakes,Wayne,64636,61036,04/28/2022
Mid-Hudson,Westchester,858115,774187,04/28/2022
Finger Lakes,Wyoming,23058,21816,04/28/2022
Finger Lakes,Yates,14514,13524,04/28/2022
Capital Region,Albany,248382,227123,04/29/2022
Western New York,Allegany,23177,21672,04/29/2022
New York City,Bronx,1189783,1058877,04/29/2022
Southern Tier,Broome,133260,124367,04/29/2022
Western New York,Cattaraugus,43518,40351,04/29/2022
Central New York,Cayuga,49229,46058,04/29/2022
Western New York,Chautauqua,80701,74226,04/29/2022
Southern Tier,Chemung,48625,45782,04/29/2022
Southern Tier,Chenango,30981,29208,04/29/2022
North Country,Clinton,58361,54989,04/29/2022
Capital Region,Columbia,45291,41461,04/29/2022
Central New York,Cortland,29296,27730,04/29/2022
Southern Tier,Delaware,26256,24413,04/29/2022
Mid-Hudson,Dutchess,226191,204692,04/29/2022
Western New York,Erie,702273,653432,04/29/2022
North Country,Essex,27412,25626,04/29/2022
North Country,Franklin,30818,28855,04/29/2022
Mohawk Valley,Fulton,29874,28119,04/29/2022
Finger Lakes,Genesee,37334,35284,04/29/2022
Capital Region,Greene,31827,29085,04/29/2022
North Country,Hamilton,3503,3256,04/29/2022
Mohawk Valley,Herkimer,36494,34297,04/29/2022
North Country,Jefferson,74424,62431,04/29/2022
New York City,Kings,2036490,1836418,04/29/2022
North Country,Lewis,14339,13657,04/29/2022
Finger Lakes,Livingston,39964,37873,04/29/2022
Central New York,Madison,53827,50383,04/29/2022
Finger Lakes,Monroe,572168,534443,04/29/2022
Mohawk Valley,Montgomery,34934,32952,04/29/2022
Long Island,Nassau,1227471,1120266,04/29/2022
New York City,New York,1575357,1361135,04/29/2022
Western New York,Niagara,148243,139670,04/29/2022
Mohawk Valley,Oneida,153468,142802,04/29/2022
Central New York,Onondaga,361433,333263,04/29/2022
Finger Lakes,Ontario,83911,78979,04/29/2022
Mid-Hudson,Orange,258616,235959,04/29/2022
Finger Lakes,Orleans,24044,22656,04/29/2022
Central New York,Oswego,78283,73840,04/29/2022
Mohawk Valley,Otsego,39851,37417,04/29/2022
Mid-Hudson,Putnam,81465,73309,04/29/2022
New York City,Queens,2157325,1945288,04/29/2022
Capital Region,Rensselaer,117115,108837,04/29/2022
New York City,Richmond,384228,352786,04/29/2022
Mid-Hudson,Rockland,227250,205264,04/29/2022
Capital Region,Saratoga,185076,173277,04/29/2022
Capital Region,Schenectady,133586,123877,04/29/2022
Mohawk Valley,Schoharie,19183,18211,04/29/2022
Southern Tier,Schuyler,11116,10310,04/29/2022
Finger Lakes,Seneca,19327,18146,04/29/2022
North Country,St. Lawrence,73012,68293,04/29/2022
Southern Tier,Steuben,55276,52021,04/29/2022
Long Island,Suffolk,1216462,1108971,04/29/2022
Mid-Hudson,Sullivan,50187,45637,04/29/2022
Southern Tier,Tioga,25333,23992,04/29/2022
Southern Tier,Tompkins,84494,77303,04/29/2022
Mid-Hudson,Ulster,145463,133533,04/29/2022
Capital Region,Warren,51679,48637,04/29/2022
Capital Region,Washington,41398,39280,04/29/2022
Finger Lakes,Wayne,64642,61045,04/29/2022
Mid-Hudson,Westchester,858270,774349,04/29/2022
Finger Lakes,Wyoming,23060,21821,04/29/2022
Finger Lakes,Yates,14517,13531,04/29/2022
Capital Region,Albany,248393,227144,04/30/2022
Western New York,Allegany,23180,21672,04/30/2022
New York City,Bronx,1189905,1059022,04/30/2022
Southern Tier,Broome,133269,124378,04/30/2022
Western New York,Cattaraugus,43524,40359,04/30/2022
Central New York,Cayuga,49231,46059,04/30/2022
Western New York,Chautauqua,80713,74241,04/30/2022
Southern Tier,Chemung,48630,45788,04/30/2022
Southern Tier,Chenango,30986,29211,04/30/2022
North Country,Clinton,58362,54991,04/30/2022
Capital Region,Columbia,45296,41464,04/30/2022
Central New York,Cortland,29299,27734,04/30/2022
Southern Tier,Delaware,26258,24417,04/30/2022
Mid-Hudson,Dutchess,226215,204712,04/30/2022
Western New York,Erie,702307,653489,04/30/2022
North Country,Essex,27414,25629,04/30/2022
North Country,Franklin,30820,28857,04/30/2022
Mohawk Valley,Fulton,29882,28122,04/30/2022
Finger Lakes,Genesee,37335,35285,04/30/2022
Capital Region,Greene,31829,29085,04/30/2022
North Country,Hamilton,3503,3256,04/30/2022
Mohawk Valley,Herkimer,36497,34297,04/30/2022
North Country,Jefferson,74432,62434,04/30/2022
New York City,Kings,2036734,1836638,04/30/2022
North Country,Lewis,14340,13657,04/30/2022
Finger Lakes,Livingston,39964,37873,04/30/2022
Central New York,Madison,53831,50387,04/30/2022
Finger Lakes,Monroe,572213,534485,04/30/2022
Mohawk Valley,Montgomery,34936,32956,04/30/2022
Long Island,Nassau,1227575,1120365,04/30/2022
New York City,New York,1575495,1361249,04/30/2022
Western New York,Niagara,148249,139682,04/30/2022
Mohawk Valley,Oneida,153472,142813,04/30/2022
Central New York,Onondaga,361460,333290,04/30/2022
Finger Lakes,Ontario,83913,78988,04/30/2022
Mid-Hudson,Orange,258642,235976,04/30/2022
Finger Lakes,Orleans,24045,22657,04/30/2022
Central New York,Oswego,78287,73843,04/30/2022
Mohawk Valley,Otsego,39852,37422,04/30/2022
Mid-Hudson,Putnam,81474,73320,04/30/2022
New York City,Queens,2157525,1945535,04/30/2022
Capital Region,Rensselaer,117118,108845,04/30/2022
New York City,Richmond,384262,352821,04/30/2022
Mid-Hudson,Rockland,227277,205278,04/30/2022
Capital Region,Saratoga,185091,173293,04/30/2022
Capital Region,Schenectady,133593,123892,04/30/2022
Mohawk Valley,Schoharie,19184,18213,04/30/2022
Southern Tier,Schuyler,11118,10310,04/30/2022
Finger Lakes,Seneca,19327,18148,04/30/2022
North Country,St. Lawrence,73022,68297,04/30/2022
Southern Tier,Steuben,55279,52026,04/30/2022
Long Island,Suffolk,1216603,1109093,04/30/2022
Mid-Hudson,Sullivan,50188,45639,04/30/2022
Southern Tier,Tioga,25336,23993,04/30/2022
Southern Tier,Tompkins,84495,77309,04/30/2022
Mid-Hudson,Ulster,145477,133541,04/30/2022
Capital Region,Warren,51681,48637,04/30/2022
Capital Region,Washington,41402,39283,04/30/2022
Finger Lakes,Wayne,64644,61046,04/30/2022
Mid-Hudson,Westchester,858381,774497,04/30/2022
Finger Lakes,Wyoming,23060,21822,04/30/2022
Finger Lakes,Yates,14517,13531,04/30/2022
Capital Region,Albany,248402,227161,05/01/2022
Western New York,Allegany,23180,21672,05/01/2022
New York City,Bronx,1189989,1059087,05/01/2022
Southern Tier,Broome,133283,124391,05/01/2022
Western New York,Cattaraugus,43525,40362,05/01/2022
Central New York,Cayuga,49232,46064,05/01/2022
Western New York,Chautauqua,80716,74248,05/01/2022
Southern Tier,Chemung,48630,45788,05/01/2022
Southern Tier,Chenango,30987,29211,05/01/2022
North Country,Clinton,58362,54992,05/01/2022
Capital Region,Columbia,45297,41467,05/01/2022
Central New York,Cortland,29303,27734,05/01/2022
Southern Tier,Delaware,26258,24418,05/01/2022
Mid-Hudson,Dutchess,226236,204720,05/01/2022
Western New York,Erie,702344,653528,05/01/2022
North Country,Essex,27414,25630,05/01/2022
North Country,Franklin,30823,28861,05/01/2022
Mohawk Valley,Fulton,29885,28123,05/01/2022
Finger Lakes,Genesee,37335,35286,05/01/2022
Capital Region,Greene,31831,29087,05/01/2022
North Country,Hamilton,3503,3258,05/01/2022
Mohawk Valley,Herkimer,36497,34297,05/01/2022
North Country,Jefferson,74435,62437,05/01/2022
New York City,Kings,2036906,1836802,05/01/2022
North Country,Lewis,14340,13658,05/01/2022
Finger Lakes,Livingston,39965,37874,05/01/2022
Central New York,Madison,53835,50391,05/01/2022
Finger Lakes,Monroe,572260,534522,05/01/2022
Mohawk Valley,Montgomery,34937,32960,05/01/2022
Long Island,Nassau,1227642,1120435,05/01/2022
New York City,New York,1575656,1361351,05/01/2022
Western New York,Niagara,148256,139689,05/01/2022
Mohawk Valley,Oneida,153478,142820,05/01/2022
Central New York,Onondaga,361469,333306,05/01/2022
Finger Lakes,Ontario,83917,78992,05/01/2022
Mid-Hudson,Orange,258659,235996,05/01/2022
Finger Lakes,Orleans,24049,22659,05/01/2022
Central New York,Oswego,78288,73845,05/01/2022
Mohawk Valley,Otsego,39854,37423,05/01/2022
Mid-Hudson,Putnam,81480,73327,05/01/2022
New York City,Queens,2157691,1945686,05/01/2022
Capital Region,Rensselaer,117122,108853,05/01/2022
New York City,Richmond,384293,352847,05/01/2022
Mid-Hudson,Rockland,227294,205294,05/01/2022
Capital Region,Saratoga,185102,173302,05/01/2022
Capital Region,Schenectady,133597,123902,05/01/2022
Mohawk Valley,Schoharie,19185,18213,05/01/2022
Southern Tier,Schuyler,11118,10312,05/01/2022
Finger Lakes,Seneca,19327,18148,05/01/2022
North Country,St. Lawrence,73023,68298,05/01/2022
Southern Tier,Steuben,55283,52028,05/01/2022
Long Island,Suffolk,1216705,1109197,05/01/2022
Mid-Hudson,Sullivan,50195,45648,05/01/2022
Southern Tier,Tioga,25337,23995,05/01/2022
Southern Tier,Tompkins,84496,77309,05/01/2022
Mid-Hudson,Ulster,145485,133544,05/01/2022
Capital Region,Warren,51684,48638,05/01/2022
Capital Region,Washington,41403,39284,05/01/2022
Finger Lakes,Wayne,64647,61049,05/01/2022
Mid-Hudson,Westchester,858424,774542,05/01/2022
Finger Lakes,Wyoming,23062,21822,05/01/2022
Finger Lakes,Yates,14519,13533,05/01/2022
Capital Region,Albany,248435,227197,05/02/2022
Western New York,Allegany,23183,21675,05/02/2022
New York City,Bronx,1190259,1059311,05/02/2022
Southern Tier,Broome,133298,124399,05/02/2022
Western New York,Cattaraugus,43527,40365,05/02/2022
Central New York,Cayuga,49237,46066,05/02/2022
Western New York,Chautauqua,80732,74261,05/02/2022
Southern Tier,Chemung,48632,45789,05/02/2022
Southern Tier,Chenango,30990,29211,05/02/2022
North Country,Clinton,58366,54995,05/02/2022
Capital Region,Columbia,45301,41474,05/02/2022
Central New York,Cortland,29310,27738,05/02/2022
Southern Tier,Delaware,26259,24419,05/02/2022
Mid-Hudson,Dutchess,226260,204753,05/02/2022
Western New York,Erie,702418,653589,05/02/2022
North Country,Essex,27416,25638,05/02/2022
North Country,Franklin,30826,28863,05/02/2022
Mohawk Valley,Fulton,29888,28123,05/02/2022
Finger Lakes,Genesee,37336,35287,05/02/2022
Capital Region,Greene,31833,29089,05/02/2022
North Country,Hamilton,3503,3258,05/02/2022
Mohawk Valley,Herkimer,36498,34300,05/02/2022
North Country,Jefferson,74442,62446,05/02/2022
New York City,Kings,2037244,1837069,05/02/2022
North Country,Lewis,14341,13661,05/02/2022
Finger Lakes,Livingston,39967,37877,05/02/2022
Central New York,Madison,53835,50399,05/02/2022
Finger Lakes,Monroe,572320,534569,05/02/2022
Mohawk Valley,Montgomery,34940,32962,05/02/2022
Long Island,Nassau,1227767,1120550,05/02/2022
New York City,New York,1575961,1361596,05/02/2022
Western New York,Niagara,148279,139700,05/02/2022
Mohawk Valley,Oneida,153496,142835,05/02/2022
Central New York,Onondaga,361512,333333,05/02/2022
Finger Lakes,Ontario,83923,79006,05/02/2022
Mid-Hudson,Orange,258685,236036,05/02/2022
Finger Lakes,Orleans,24052,22661,05/02/2022
Central New York,Oswego,78292,73847,05/02/2022
Mohawk Valley,Otsego,39855,37424,05/02/2022
Mid-Hudson,Putnam,81488,73332,05/02/2022
New York City,Queens,2158007,1945958,05/02/2022
Capital Region,Rensselaer,117130,108867,05/02/2022
New York City,Richmond,384331,352882,05/02/2022
Mid-Hudson,Rockland,227321,205322,05/02/2022
Capital Region,Saratoga,185118,173317,05/02/2022
Capital Region,Schenectady,133603,123918,05/02/2022
Mohawk Valley,Schoharie,19185,18213,05/02/2022
Southern Tier,Schuyler,11118,10312,05/02/2022
Finger Lakes,Seneca,19327,18150,05/02/2022
North Country,St. Lawrence,73032,68304,05/02/2022
Southern Tier,Steuben,55283,52033,05/02/2022
Long Island,Suffolk,1216848,1109334,05/02/2022
Mid-Hudson,Sullivan,50198,45650,05/02/2022
Southern Tier,Tioga,25340,23998,05/02/2022
Southern Tier,Tompkins,84522,77334,05/02/2022
Mid-Hudson,Ulster,145502,133558,05/02/2022
Capital Region,Warren,51688,48644,05/02/2022
Capital Region,Washington,41405,39285,05/02/2022
Finger Lakes,Wayne,64650,61050,05/02/2022
Mid-Hudson,Westchester,858872,774847,05/02/2022
Finger Lakes,Wyoming,23062,21824,05/02/2022
Finger Lakes,Yates,14519,13533,05/02/2022
Capital Region,Albany,248470,227237,05/03/2022
Western New York,Allegany,23187,21684,05/03/2022
New York City,Bronx,1190553,1059597,05/03/2022
Southern Tier,Broome,133320,124414,05/03/2022
Western New York,Cattaraugus,43530,40371,05/03/2022
Central New York,Cayuga,49247,46076,05/03/2022
Western New York,Chautauqua,80740,74275,05/03/2022
Southern Tier,Chemung,48637,45804,05/03/2022
Southern Tier,Chenango,30993,29215,05/03/2022
North Country,Clinton,58369,55000,05/03/2022
Capital Region,Columbia,45309,41482,05/03/2022
Central New York,Cortland,29316,27739,05/03/2022
Southern Tier,Delaware,26261,24423,05/03/2022
Mid-Hudson,Dutchess,226292,204783,05/03/2022
Western New York,Erie,702510,653667,05/03/2022
North Country,Essex,27420,25640,05/03/2022
North Country,Franklin,30831,28873,05/03/2022
Mohawk Valley,Fulton,29891,28125,05/03/2022
Finger Lakes,Genesee,37343,35295,05/03/2022
Capital Region,Greene,31843,29098,05/03/2022
North Country,Hamilton,3504,3258,05/03/2022
Mohawk Valley,Herkimer,36501,34304,05/03/2022
North Country,Jefferson,74451,62460,05/03/2022
New York City,Kings,2037582,1837378,05/03/2022
North Country,Lewis,14343,13661,05/03/2022
Finger Lakes,Livingston,39969,37879,05/03/2022
Central New York,Madison,53841,50406,05/03/2022
Finger Lakes,Monroe,572392,534653,05/03/2022
Mohawk Valley,Montgomery,34943,32963,05/03/2022
Long Island,Nassau,1227970,1120717,05/03/2022
New York City,New York,1576389,1361881,05/03/2022
Western New York,Niagara,148297,139718,05/03/2022
Mohawk Valley,Oneida,153512,142858,05/03/2022
Central New York,Onondaga,361569,333383,05/03/2022
Finger Lakes,Ontario,83934,79012,05/03/2022
Mid-Hudson,Orange,258735,236096,05/03/2022
Finger Lakes,Orleans,24057,22670,05/03/2022
Central New York,Oswego,78304,73857,05/03/2022
Mohawk Valley,Otsego,39861,37428,05/03/2022
Mid-Hudson,Putnam,81502,73346,05/03/2022
New York City,Queens,2158382,1946272,05/03/2022
Capital Region,Rensselaer,117153,108881,05/03/2022
New York City,Richmond,384403,352944,05/03/2022
Mid-Hudson,Rockland,227356,205353,05/03/2022
Capital Region,Saratoga,185148,173340,05/03/2022
Capital Region,Schenectady,133621,123941,05/03/2022
Mohawk Valley,Schoharie,19187,18213,05/03/2022
Southern Tier,Schuyler,11118,10312,05/03/2022
Finger Lakes,Seneca,19327,18153,05/03/2022
North Country,St. Lawrence,73044,68315,05/03/2022
Southern Tier,Steuben,55291,52040,05/03/2022
Long Island,Suffolk,1217016,1109491,05/03/2022
Mid-Hudson,Sullivan,50204,45657,05/03/2022
Southern Tier,Tioga,25343,24001,05/03/2022
Southern Tier,Tompkins,84544,77359,05/03/2022
Mid-Hudson,Ulster,145527,133587,05/03/2022
Capital Region,Warren,51691,48657,05/03/2022
Capital Region,Washington,41408,39287,05/03/2022
Finger Lakes,Wayne,64656,61066,05/03/2022
Mid-Hudson,Westchester,859001,774991,05/03/2022
Finger Lakes,Wyoming,23065,21828,05/03/2022
Finger Lakes,Yates,14520,13535,05/03/2022
Capital Region,Albany,248502,227274,05/04/2022
Western New York,Allegany,23194,21690,05/04/2022
New York City,Bronx,1190824,1059883,05/04/2022
Southern Tier,Broome,133340,124429,05/04/2022
Western New York,Cattaraugus,43534,40377,05/04/2022
Central New York,Cayuga,49252,46082,05/04/2022
Western New York,Chautauqua,80749,74289,05/04/2022
Southern Tier,Chemung,48639,45810,05/04/2022
Southern Tier,Chenango,30998,29218,05/04/2022
North Country,Clinton,58376,55007,05/04/2022
Capital Region,Columbia,45315,41486,05/04/2022
Central New York,Cortland,29320,27742,05/04/2022
Southern Tier,Delaware,26265,24425,05/04/2022
Mid-Hudson,Dutchess,226325,204815,05/04/2022
Western New York,Erie,702600,653768,05/04/2022
North Country,Essex,27422,25642,05/04/2022
North Country,Franklin,30837,28878,05/04/2022
Mohawk Valley,Fulton,29892,28131,05/04/2022
Finger Lakes,Genesee,37348,35305,05/04/2022
Capital Region,Greene,31848,29100,05/04/2022
North Country,Hamilton,3504,3258,05/04/2022
Mohawk Valley,Herkimer,36509,34310,05/04/2022
North Country,Jefferson,74461,62474,05/04/2022
New York City,Kings,2037924,1837663,05/04/2022
North Country,Lewis,14343,13668,05/04/2022
Finger Lakes,Livingston,39975,37885,05/04/2022
Central New York,Madison,53846,50415,05/04/2022
Finger Lakes,Monroe,572471,534742,05/04/2022
Mohawk Valley,Montgomery,34946,32970,05/04/2022
Long Island,Nassau,1228147,1120897,05/04/2022
New York City,New York,1576704,1362166,05/04/2022
Western New York,Niagara,148318,139745,05/04/2022
Mohawk Valley,Oneida,153527,142875,05/04/2022
Central New York,Onondaga,361602,333425,05/04/2022
Finger Lakes,Ontario,83939,79031,05/04/2022
Mid-Hudson,Orange,258775,236124,05/04/2022
Finger Lakes,Orleans,24059,22672,05/04/2022
Central New York,Oswego,78314,73863,05/04/2022
Mohawk Valley,Otsego,39862,37436,05/04/2022
Mid-Hudson,Putnam,81516,73358,05/04/2022
New York City,Queens,2158710,1946537,05/04/2022
Capital Region,Rensselaer,117162,108887,05/04/2022
New York City,Richmond,384471,352996,05/04/2022
Mid-Hudson,Rockland,227374,205372,05/04/2022
Capital Region,Saratoga,185165,173363,05/04/2022
Capital Region,Schenectady,133645,123959,05/04/2022
Mohawk Valley,Schoharie,19189,18213,05/04/2022
Southern Tier,Schuyler,11120,10313,05/04/2022
Finger Lakes,Seneca,19332,18154,05/04/2022
North Country,St. Lawrence,73053,68326,05/04/2022
Southern Tier,Steuben,55294,52045,05/04/2022
